,playerName,Pos,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,dummy,SOS,NBAGP,NBATRB,NBAAST,NBASTL,NBABLK,NBAPTS
402,Ryan Reid,PF,Florida State,,126,66,20.2,1.9,3.8,.495,1.9,3.8,.494,0.0,0.0,1.000,1.2,2.0,.604,1.7,2.2,3.9,0.7,0.5,0.6,1.6,1.9,5.0,,7.66,5,0.4,0.0,0.0,0.0,1.6
403,Derrick Caracter,C,UTEP,,27,22,26.7,5.5,9.7,.567,5.3,9.1,.585,0.1,0.6,.267,3.0,4.4,.672,2.7,5.4,8.1,1.1,1.0,0.9,2.9,3.0,14.1,,,41,1.0,0.2,0.1,0.2,2.0
404,Hasheem Thabeet,C,UConn,,100,99,29.3,3.6,5.9,.611,3.6,5.9,.611,0.0,0.0,,3.1,5.0,.625,3.0,5.4,8.5,0.4,0.4,4.2,1.8,2.6,10.3,,7.14,68,3.6,0.2,0.2,1.3,3.1
405,James Harden,SG,Arizona State,,69,68,35.0,6.0,11.9,.506,4.6,8.0,.570,1.5,3.9,.376,5.4,7.2,.755,1.3,4.1,5.4,3.7,1.9,0.4,3.0,2.5,19.0,,7.05,76,3.2,1.8,1.1,0.3,9.9
406,Tyreke Evans,SG,Memphis,,37,35,29.0,6.2,13.6,.455,5.3,10.3,.514,0.9,3.4,.274,3.7,5.2,.711,1.3,4.1,5.4,3.9,2.1,0.8,3.6,2.4,17.1,,4.63,72,5.3,5.8,1.5,0.4,20.1
407,Jonny Flynn,PG,Syracuse,,73,73,36.5,5.6,12.2,.460,4.2,8.1,.525,1.4,4.2,.333,4.0,5.1,.782,0.6,2.1,2.7,6.0,1.5,0.2,3.1,1.5,16.6,,8.72,81,2.4,4.4,1.0,0.0,13.5
408,Stephen Curry,PG,Davidson,,104,103,32.6,8.4,17.9,.467,4.4,8.3,.530,4.0,9.7,.412,4.6,5.3,.876,0.8,3.8,4.5,3.7,2.1,0.3,3.0,2.4,25.3,,-1.31,80,4.5,5.9,1.9,0.2,17.5
409,Jordan Hill,PF,Arizona,,97,79,27.0,5.1,8.8,.578,5.1,8.8,.578,0.0,0.0,,2.3,3.6,.636,2.8,5.1,7.9,0.8,0.5,1.4,2.0,2.7,12.5,,9.93,47,3.7,0.4,0.3,0.4,5.2
410,DeMar DeRozan,SG,USC,,35,35,33.4,5.5,10.5,.523,5.3,9.5,.562,0.2,1.0,.167,2.7,4.2,.646,2.4,3.3,5.7,1.5,0.9,0.4,2.1,2.1,13.9,,9.15,77,2.9,0.7,0.6,0.2,8.6
411,Terrence Williams,SF,Louisville,,140,127,32.2,4.1,10.3,.400,2.7,6.0,.457,1.4,4.4,.320,1.5,2.6,.589,1.5,5.5,6.9,3.9,1.5,0.6,2.4,1.9,11.2,,7.65,78,4.5,2.9,0.6,0.1,8.4
412,Gerald Henderson,SG,Duke,,103,79,25.3,4.4,9.7,.458,3.8,7.6,.493,0.7,2.0,.329,2.7,3.9,.706,1.2,3.0,4.2,1.8,1.0,0.7,1.9,1.7,12.3,,9.61,43,1.3,0.3,0.2,0.2,2.6
413,Tyler Hansbrough,PF,UNC,,142,141,30.9,6.6,12.3,.536,6.5,12.1,.541,0.1,0.3,.316,6.9,8.7,.791,3.4,5.2,8.6,1.1,1.3,0.5,2.1,2.5,20.2,,8.39,29,4.8,1.0,0.6,0.3,8.5
414,Earl Clark,PF,Louisville,,104,63,26.7,4.0,8.6,.467,3.5,6.8,.512,0.5,1.8,.298,2.0,3.2,.640,2.1,4.9,7.0,1.7,0.9,1.2,2.1,1.7,10.6,,8.03,51,1.2,0.4,0.1,0.3,2.7
415,Austin Daye,SF,Gonzaga,,67,34,22.5,4.1,8.6,.477,3.2,6.4,.495,0.9,2.2,.422,2.5,3.1,.790,0.9,4.9,5.8,1.0,0.7,1.9,1.9,2.6,11.6,,2.85,69,2.5,0.5,0.4,0.4,5.1
416,James Johnson,PF,Wake Forest,,61,59,29.9,5.8,11.2,.515,4.9,8.4,.587,0.8,2.8,.296,2.5,3.6,.693,2.8,5.5,8.3,1.6,1.4,1.4,2.5,3.0,14.8,,8.09,65,2.0,0.7,0.3,0.7,3.9
417,Jrue Holiday,PG,UCLA,,35,35,27.1,3.2,7.1,.450,2.4,4.6,.528,0.8,2.5,.307,1.3,1.8,.726,1.3,2.5,3.8,3.7,1.6,0.5,2.1,2.1,8.5,,7.18,73,2.6,3.8,1.1,0.2,8.0
418,Ty Lawson,PG,UNC,,105,95,27.0,4.4,8.5,.517,3.3,5.9,.568,1.1,2.6,.403,3.2,4.1,.780,0.6,2.3,2.9,5.8,1.8,0.1,2.1,2.0,13.1,,8.59,65,1.9,3.1,0.7,0.0,8.3
419,Jeff Teague,PG,Wake Forest,,61,52,30.9,5.2,11.2,.462,3.9,8.2,.477,1.3,3.0,.421,4.8,5.9,.812,0.5,2.5,3.0,3.0,1.9,0.6,3.0,2.3,16.4,,8.09,71,0.9,1.7,0.5,0.2,3.2
420,Eric Maynor,PG,VCU,,130,104,30.7,5.0,11.2,.449,3.9,8.3,.477,1.1,3.0,.370,3.9,4.9,.791,0.5,2.9,3.4,5.2,1.3,0.2,2.4,2.0,15.0,,-0.76,81,1.6,3.3,0.5,0.1,4.7
421,Darren Collison,PG,UCLA,,142,104,29.2,4.0,8.3,.475,2.8,5.7,.494,1.2,2.7,.435,2.5,2.9,.851,0.4,1.8,2.3,4.1,1.6,0.1,2.4,1.4,11.5,,8.25,76,2.5,5.7,1.0,0.1,12.4
422,Byron Mullens,PF,Ohio State,,33,2,20.3,3.6,5.7,.638,3.6,5.7,.642,0.0,0.0,.000,1.6,2.8,.559,1.7,3.0,4.7,0.3,0.5,1.1,1.5,2.1,8.8,,8.23,13,0.8,0.1,0.2,0.0,1.1
423,Taj Gibson,PF,USC,,105,104,32.7,4.8,8.2,.580,4.8,8.2,.580,0.0,0.0,,2.9,4.6,.629,2.9,5.6,8.5,1.4,0.7,2.4,2.5,3.1,12.4,,8.54,82,7.5,0.9,0.6,1.3,9.0
424,DeMarre Carroll,SF,Missouri,,70,68,26.8,5.8,10.6,.549,5.6,9.7,.570,0.3,0.9,.311,3.0,4.8,.624,2.6,4.3,6.9,1.8,1.4,0.7,1.5,2.4,14.9,,,71,2.1,0.5,0.4,0.1,2.9
425,Wayne Ellington,SG,UNC,,115,112,28.5,5.4,11.6,.463,3.4,6.6,.513,2.0,5.0,.397,2.0,2.5,.809,1.1,3.0,4.1,2.2,0.9,0.1,1.5,1.5,14.7,,8.59,76,2.1,1.0,0.3,0.1,6.6
426,Toney Douglas,PG,Florida State,,99,95,33.8,5.7,12.6,.448,3.9,7.9,.491,1.8,4.8,.376,3.6,4.5,.806,0.8,2.5,3.3,2.9,1.9,0.3,2.6,2.2,16.7,,,56,1.9,2.0,0.8,0.1,8.6
427,Jeff Ayres,C,Arizona State,,126,120,30.2,4.8,8.4,.580,4.8,8.3,.585,0.0,0.1,.000,2.9,3.8,.764,2.7,4.8,7.5,0.8,0.5,1.0,1.8,3.1,12.6,,7.31,39,2.5,0.0,0.2,0.4,2.7
428,Jermaine Taylor,SG,UCF,,122,60,25.8,5.8,12.5,.466,3.8,7.0,.536,2.1,5.5,.376,2.5,3.3,.764,1.5,2.3,3.9,1.4,0.9,0.4,2.2,1.7,16.2,,0.56,31,1.5,0.5,0.3,0.1,4.1
429,Dante Cunningham,PF,Villanova,,139,104,27.2,3.7,7.1,.524,3.7,7.0,.525,0.0,0.0,.333,2.2,3.2,.693,2.5,3.4,5.9,1.0,1.2,0.8,1.8,2.8,9.6,,8.70,63,2.5,0.2,0.4,0.3,3.9
430,DaJuan Summers,SF,Georgetown,,101,98,27.6,3.6,8.3,.439,2.2,4.2,.522,1.4,4.1,.353,2.5,3.4,.727,1.3,3.1,4.4,1.3,1.0,0.6,2.2,2.4,11.2,,8.56,44,1.0,0.4,0.2,0.2,3.0
431,Sam Young,SF,Pitt,,143,78,25.5,5.0,10.1,.498,4.2,7.8,.539,0.8,2.3,.356,2.4,3.4,.692,1.8,3.2,5.0,1.0,0.8,0.8,1.9,1.7,13.2,,8.00,80,2.5,0.7,0.4,0.3,7.4
432,DeJuan Blair,PF,Pitt,,72,71,26.6,5.5,9.6,.568,5.5,9.6,.568,0.0,0.0,,2.7,4.3,.614,4.7,6.0,10.7,1.1,1.6,1.0,1.6,2.8,13.6,,8.23,82,6.4,0.8,0.6,0.5,7.8
433,Jon Brockman,PF,Washington,,131,129,28.7,5.5,10.3,.534,5.5,10.3,.534,0.0,0.0,.000,2.8,4.6,.612,3.7,6.1,9.8,1.0,0.8,0.1,2.1,2.8,13.8,,7.16,52,4.1,0.4,0.3,0.1,2.8
434,Derrick Brown,SF,Xavier,,106,72,25.0,3.7,6.5,.573,3.2,5.3,.610,0.5,1.2,.415,2.4,3.3,.718,1.9,3.7,5.6,1.5,0.7,0.8,1.6,2.5,10.3,,4.50,57,1.4,0.3,0.4,0.2,3.3
435,Jodie Meeks,SG,Kentucky,,81,42,27.7,4.8,10.9,.436,2.6,5.2,.491,2.2,5.7,.386,3.7,4.1,.890,0.7,2.4,3.0,1.6,1.1,0.1,1.8,1.6,15.4,,7.77,60,1.7,0.7,0.3,0.1,4.7
436,Patrick Beverley,PG,Arkansas,,70,67,34.1,4.1,9.7,.420,2.1,4.6,.463,2.0,5.2,.382,2.8,3.9,.730,1.2,4.4,5.5,2.8,1.5,0.4,2.0,2.3,13.0,,7.74,41,2.7,2.9,0.9,0.5,5.6
437,Marcus Thornton,SG,LSU,,66,65,32.7,7.1,15.6,.455,4.5,8.9,.510,2.5,6.7,.382,3.7,4.8,.771,2.0,3.5,5.5,1.8,1.5,0.3,2.0,2.0,20.4,,4.46,73,2.9,1.6,0.8,0.2,14.5
438,Chase Budinger,SF,Arizona,,100,100,35.4,6.0,12.8,.469,4.1,7.8,.524,1.9,5.0,.383,3.1,4.0,.782,1.4,4.4,5.8,2.8,1.3,0.4,2.1,1.8,17.0,,9.93,74,3.0,1.2,0.5,0.1,8.9
439,Nick Calathes,SG,Florida,,72,71,33.0,5.3,11.6,.455,3.5,6.8,.507,1.8,4.8,.380,3.9,5.4,.715,1.0,4.3,5.3,6.3,1.8,0.1,3.1,2.0,16.3,,4.43,71,1.9,2.9,0.9,0.1,4.9
440,Danny Green,SG,UNC,,145,39,19.9,3.4,7.4,.455,2.1,4.1,.522,1.3,3.4,.375,1.4,1.6,.845,1.4,2.7,4.1,1.8,1.1,1.1,1.4,1.9,9.4,,8.39,20,0.9,0.3,0.3,0.2,2.0
441,Taylor Griffin,SF,Oklahoma,,129,78,22.3,2.3,4.9,.468,2.2,4.5,.493,0.1,0.5,.220,1.9,2.6,.721,1.7,3.0,4.8,1.0,0.9,0.8,1.4,2.5,6.6,,7.19,8,0.3,0.1,0.0,0.3,1.3
442,A.J. Price,PG,UConn,,99,91,29.4,4.3,10.5,.413,2.7,6.1,.447,1.6,4.4,.365,2.7,3.7,.722,0.8,2.6,3.4,4.7,1.1,0.1,2.4,1.4,13.0,,7.14,56,1.6,1.9,0.6,0.1,7.3
443,Patty Mills,PG,Saint Mary's,,58,56,32.7,5.6,13.4,.415,3.4,6.8,.499,2.2,6.7,.331,3.0,3.7,.806,0.4,1.8,2.2,3.7,2.0,0.2,2.9,1.6,16.4,,0.92,10,0.2,0.5,0.0,0.0,2.6
444,Lester Hudson,PG,UT-Martin,,65,64,36.5,9.3,20.4,.456,5.8,10.8,.530,3.5,9.5,.372,4.4,5.2,.858,2.2,5.7,7.9,4.4,2.6,0.6,3.6,2.7,26.6,,-5.64,25,0.7,0.5,0.3,0.1,2.3
445,Derrick Rose,PG,Memphis,,40,39,29.2,5.2,10.9,.477,4.3,8.3,.521,0.9,2.6,.337,3.7,5.1,.712,1.4,3.2,4.5,4.7,1.2,0.4,2.7,1.7,14.9,,5.76,81,3.9,6.3,0.8,0.2,16.8
446,Michael Beasley,PF,Kansas State,,33,33,31.5,9.3,17.5,.532,8.2,14.6,.562,1.1,2.9,.379,6.5,8.5,.774,4.0,8.4,12.4,1.2,1.3,1.6,2.9,2.6,26.2,,7.79,81,5.4,1.0,0.5,0.5,13.9
447,O.J. Mayo,SG,USC,,33,32,36.8,7.2,16.2,.442,4.5,9.7,.464,2.7,6.5,.409,3.7,4.6,.803,1.1,3.5,4.5,3.3,1.5,0.4,3.5,2.4,20.7,,8.59,82,3.8,3.2,1.1,0.2,18.5
448,Russell Westbrook,PG,UCLA,,75,35,21.9,3.1,6.6,.464,2.6,5.3,.491,0.5,1.3,.354,1.7,2.4,.685,0.9,1.5,2.4,2.5,1.0,0.1,1.6,1.7,8.3,,8.77,82,4.9,5.3,1.3,0.2,15.3
449,Kevin Love,C,UCLA,,39,38,29.6,5.8,10.4,.559,5.1,8.3,.611,0.7,2.1,.354,5.1,6.6,.767,3.6,7.0,10.6,1.9,0.7,1.4,2.0,1.9,17.5,,7.71,81,9.1,1.0,0.4,0.6,11.1
450,Eric Gordon,SG,Indiana,,32,32,34.7,5.8,13.3,.433,3.6,6.8,.525,2.2,6.5,.337,7.2,8.7,.834,0.7,2.5,3.3,2.4,1.3,0.6,3.6,2.2,20.9,,6.08,78,2.6,2.8,1.0,0.4,16.1
451,Joe Alexander,SF,West Virginia,,82,70,25.3,4.5,10.0,.447,3.9,7.9,.488,0.6,2.1,.295,2.5,3.3,.765,1.5,3.3,4.8,2.0,0.6,1.2,1.8,2.2,12.1,,7.04,59,1.9,0.7,0.3,0.5,4.7
452,D.J. Augustin,PG,Texas,,73,73,36.5,5.4,12.2,.443,3.8,8.2,.463,1.6,4.1,.402,4.4,5.5,.808,0.6,2.3,2.9,6.2,1.4,0.0,3.0,1.9,16.9,,7.35,72,1.8,3.5,0.6,0.0,11.8
453,Brook Lopez,C,Stanford,,53,43,28.0,6.1,12.7,.480,6.1,12.3,.491,0.1,0.4,.143,3.7,4.9,.764,2.3,4.8,7.1,1.1,0.5,1.9,2.1,2.6,16.0,,8.01,82,8.1,1.0,0.5,1.8,13.0
454,Jerryd Bayless,PG,Arizona,,30,30,35.7,5.8,12.6,.458,3.8,7.8,.489,2.0,4.8,.407,6.2,7.4,.839,0.4,2.3,2.7,4.0,1.0,0.1,3.0,2.2,19.7,,10.22,53,1.1,1.5,0.3,0.0,4.3
455,Jason Thompson,PF,Rider,,122,112,32.1,6.2,11.8,.526,6.0,11.0,.544,0.2,0.8,.291,4.0,6.0,.667,3.0,6.6,9.6,2.0,0.9,1.9,2.6,3.0,16.7,,-3.38,82,7.4,1.1,0.6,0.7,11.1
456,Brandon Rush,SG,Kansas,,109,101,31.3,4.9,10.9,.449,3.0,6.6,.458,1.9,4.3,.435,1.8,2.5,.733,1.5,4.0,5.5,2.0,0.7,0.8,2.1,1.5,13.6,,7.56,75,3.1,0.9,0.5,0.5,8.1
457,Anthony Randolph,PF,LSU,,31,31,32.8,5.9,12.7,.464,5.8,12.1,.483,0.1,0.6,.105,3.7,5.4,.693,2.8,5.7,8.5,1.2,1.1,2.3,3.0,2.7,15.6,,5.66,63,5.8,0.8,0.7,1.2,7.9
458,Robin Lopez,C,Stanford,,67,61,24.3,3.5,6.9,.511,3.5,6.9,.511,0.0,0.0,.500,1.9,3.1,.612,2.6,3.1,5.6,0.8,0.3,2.3,1.6,2.5,9.0,,8.01,60,2.0,0.1,0.2,0.7,3.2
459,Marreese Speights,C,Florida,,69,36,15.4,4.0,6.2,.633,4.0,6.2,.633,0.0,0.0,,1.6,2.3,.688,1.9,3.6,5.4,0.5,0.3,0.9,1.1,1.7,9.5,,6.16,79,3.7,0.4,0.3,0.7,7.7
460,Roy Hibbert,C,Georgetown,,136,121,23.3,4.2,7.0,.603,4.2,7.0,.602,0.0,0.0,1.000,2.4,3.5,.680,2.3,3.7,5.9,1.3,0.4,1.9,1.5,2.5,10.9,,7.54,70,3.5,0.7,0.3,1.1,7.1
461,JaVale McGee,C,Nevada,,66,31,18.7,3.5,6.5,.542,3.3,5.9,.563,0.2,0.7,.356,1.4,2.7,.514,1.7,3.0,4.8,0.3,0.5,1.8,1.6,2.0,8.7,,0.49,75,3.9,0.3,0.4,1.0,6.5
462,J.J. Hickson,C,NC State,,31,26,28.7,5.3,8.9,.591,5.3,8.9,.593,0.0,0.0,.000,4.3,6.3,.677,2.6,5.9,8.5,1.0,0.7,1.5,2.7,1.9,14.8,,9.06,62,2.7,0.1,0.2,0.5,4.0
463,Ryan Anderson,PF,California,,66,66,33.0,6.3,13.1,.484,4.5,8.5,.532,1.8,4.7,.396,4.2,5.0,.841,2.7,6.3,9.0,1.0,0.5,0.5,1.8,2.5,18.7,,8.56,66,4.7,0.8,0.7,0.3,7.4
464,Courtney Lee,SG,Western Kentucky,,127,127,31.2,6.3,13.6,.464,4.4,8.8,.498,1.9,4.8,.401,3.1,3.7,.817,1.7,3.5,5.2,2.2,1.9,0.6,2.5,2.5,17.6,,-1.08,77,2.3,1.2,1.0,0.2,8.4
465,Kosta Koufos,C,Ohio State,,37,35,27.1,6.0,11.8,.508,5.4,10.1,.535,0.6,1.7,.349,1.8,2.7,.680,2.6,4.0,6.7,0.5,0.4,1.8,1.5,2.2,14.4,,7.97,48,2.9,0.4,0.3,0.6,4.7
466,George Hill,PG,IUPUI,,95,87,33.3,5.6,10.7,.529,4.7,8.3,.565,0.9,2.3,.404,4.8,6.1,.785,1.9,3.8,5.8,3.3,1.6,0.3,2.5,2.8,17.0,,-3.26,77,2.1,1.8,0.6,0.3,5.7
467,Darrell Arthur,PF,Kansas,,78,46,21.9,4.7,8.7,.541,4.7,8.5,.552,0.0,0.2,.118,1.8,2.7,.676,2.2,3.3,5.5,0.6,0.7,1.4,1.6,2.8,11.3,,7.53,76,4.6,0.6,0.7,0.7,5.6
468,Donté Greene,SF,Syracuse,,35,35,35.8,6.2,14.9,.418,3.7,7.4,.492,2.6,7.5,.345,2.7,3.8,.707,1.7,5.5,7.2,2.0,1.3,1.6,2.6,2.9,17.7,,7.96,55,1.6,0.5,0.3,0.3,3.8
469,D.J. White,PF,Indiana,,99,97,30.6,5.5,9.8,.562,5.5,9.8,.563,0.0,0.0,.333,3.5,5.1,.690,2.4,5.1,7.6,0.9,0.7,2.0,1.7,2.6,14.6,,7.95,7,4.6,0.9,0.4,0.7,8.9
470,J.R. Giddens,SF,New Mexico,,59,55,31.3,6.2,12.9,.481,5.1,9.3,.545,1.1,3.6,.313,2.6,4.4,.588,1.5,6.3,7.8,2.8,1.2,0.9,2.4,1.8,16.1,,,6,0.5,0.0,0.2,0.0,0.7
471,Walter Sharpe,PF,Alabama-Birmingham,,12,10,24.9,5.7,10.8,.523,5.7,10.6,.535,0.0,0.3,.000,2.8,5.4,.523,1.8,5.0,6.8,1.7,1.2,1.8,2.8,3.0,14.2,,,8,0.4,0.0,0.0,0.3,1.0
472,Joey Dorsey,PF,Memphis,,149,112,21.7,2.7,4.4,.614,2.7,4.4,.614,0.0,0.0,,1.3,3.1,.420,3.4,4.7,8.1,0.5,1.1,1.8,1.3,3.1,6.7,,4.83,3,0.3,0.3,0.0,0.0,0.7
473,Mario Chalmers,PG,Kansas,,110,96,28.5,4.0,8.3,.486,2.4,4.4,.545,1.6,3.9,.419,2.5,3.2,.767,0.3,2.5,2.8,3.8,2.6,0.4,2.4,2.4,12.2,,7.56,82,2.8,4.9,2.0,0.1,10.0
474,DeAndre Jordan,C,Texas A&M,,35,21,20.1,3.2,5.2,.617,3.2,5.2,.617,0.0,0.0,,1.5,3.4,.437,1.9,4.1,6.0,0.4,0.2,1.3,1.6,1.9,7.9,,7.46,53,4.5,0.2,0.2,1.1,4.3
475,Luc Mbah a Moute,PF,UCLA,,107,106,29.5,3.4,6.8,.503,3.2,6.0,.545,0.2,0.9,.215,1.7,2.5,.668,2.6,4.7,7.2,1.6,1.3,0.6,1.8,2.2,8.7,,8.60,82,5.9,1.1,1.1,0.5,7.2
476,Kyle Weaver,SG,Washington State,,121,103,29.8,3.3,7.2,.464,3.0,5.9,.505,0.4,1.3,.277,2.6,3.6,.716,1.3,3.4,4.7,3.8,1.6,0.8,2.6,2.0,9.6,,6.88,56,2.3,1.8,0.8,0.4,5.3
477,Sonny Weems,SG,Arkansas,,69,66,31.2,5.2,11.0,.473,3.8,7.3,.527,1.3,3.7,.366,1.6,2.1,.767,1.6,3.0,4.6,2.3,1.3,0.3,2.7,2.0,13.3,,7.74,12,0.3,0.3,0.1,0.0,1.6
478,Chris Douglas-Roberts,SG,Memphis,,109,100,26.1,5.1,9.4,.540,4.4,7.6,.579,0.7,1.8,.372,3.3,4.6,.725,1.2,2.4,3.7,1.7,1.0,0.4,2.0,1.9,14.2,,4.64,44,1.1,1.2,0.3,0.2,4.9
479,Sean Singletary,PG,Virginia,,123,123,32.8,5.2,12.9,.406,3.4,7.9,.433,1.8,5.0,.362,4.7,5.5,.846,1.0,3.0,4.0,4.8,1.6,0.1,3.3,2.7,16.9,,7.98,37,0.9,0.8,0.3,0.0,2.4
480,Patrick Ewing,SF,Georgetown,,70,12,18.0,1.8,3.4,.531,1.4,2.3,.623,0.4,1.2,.354,1.0,1.7,.612,1.1,2.0,3.1,1.4,0.7,0.6,1.3,2.2,5.1,,,7,0.3,0.3,0.0,0.1,0.4
481,Henry Walker,SF,Kansas State,,37,33,26.6,5.6,12.3,.456,4.6,8.9,.520,0.9,3.3,.285,3.2,4.4,.727,2.4,3.7,6.0,1.7,0.8,0.5,2.5,3.2,15.3,,6.66,29,1.0,0.4,0.2,0.1,3.0
482,Malik Hairston,SG,Oregon,,117,115,31.2,5.2,10.4,.504,4.0,7.2,.551,1.2,3.1,.395,2.4,3.7,.643,2.0,3.1,5.1,2.1,0.6,0.6,2.0,2.5,14.1,,6.87,15,1.9,0.9,0.4,0.5,3.3
483,Darnell Jackson,PF,Kansas,,125,39,16.6,2.5,4.3,.580,2.5,4.2,.583,0.0,0.0,.333,1.8,2.6,.685,1.7,3.2,4.9,0.5,0.5,0.4,1.0,1.8,6.8,,8.38,51,1.7,0.2,0.2,0.1,1.9
484,Mike Taylor,PG,Iowa State,,31,30,35.0,5.3,14.2,.376,2.8,7.3,.391,2.5,6.9,.360,2.8,4.2,.682,0.7,3.4,4.1,4.5,1.1,0.1,5.4,2.9,16.0,,5.19,51,1.7,2.1,0.7,0.0,5.7
485,Sasha Kaun,C,Kansas,,135,65,16.5,2.5,4.3,.568,2.5,4.3,.568,0.0,0.0,,1.2,2.4,.512,1.5,2.3,3.9,0.3,0.4,1.1,0.8,2.3,6.1,,8.38,25,1.0,0.1,0.2,0.2,0.9
486,Joe Crawford,SF,Kentucky,,127,76,25.3,4.0,9.2,.438,2.6,5.0,.512,1.5,4.2,.350,1.8,2.6,.702,1.2,2.2,3.4,1.5,0.5,0.2,1.6,1.9,11.3,,8.87,2,2.0,0.5,0.5,0.0,4.5
487,Kevin Durant,SG,Texas,,35,35,35.9,8.7,18.5,.473,6.4,12.7,.505,2.3,5.8,.404,6.0,7.3,.816,3.0,8.1,11.1,1.3,1.9,1.9,2.8,2.0,25.8,,6.12,80,4.4,2.4,1.0,0.9,20.3
488,Al Horford,C,Florida,,109,100,25.7,3.9,6.6,.586,3.9,6.6,.589,0.0,0.0,.000,2.5,4.1,.619,2.3,5.6,7.9,1.7,0.9,1.7,1.6,2.5,10.3,,6.65,81,9.7,1.5,0.7,0.9,10.1
489,Mike Conley,PG,Ohio State,,39,39,31.6,4.1,7.9,.518,3.6,6.2,.579,0.5,1.8,.304,2.6,3.7,.694,0.7,2.7,3.4,6.1,2.2,0.3,2.2,1.5,11.3,,9.03,53,2.6,4.2,0.8,0.0,9.4
490,Jeff Green,SF,Georgetown,,102,102,33.2,4.8,9.7,.488,3.9,7.3,.531,0.9,2.4,.359,2.7,3.9,.700,2.1,4.4,6.5,3.1,0.9,1.2,2.5,2.5,13.1,,7.65,80,4.7,1.5,0.6,0.6,10.5
491,Corey Brewer,SF,Florida,,108,106,27.2,4.0,8.2,.480,3.0,5.7,.536,0.9,2.6,.356,2.5,3.6,.708,1.3,3.0,4.3,2.8,1.6,0.4,2.3,2.2,11.3,,6.65,79,3.7,1.4,1.0,0.3,5.8
492,Brandan Wright,PF,UNC,,37,37,27.4,6.2,9.5,.646,6.2,9.5,.646,0.0,0.0,,2.4,4.2,.567,2.1,4.1,6.2,1.0,1.0,1.8,1.6,1.5,14.7,,9.30,38,2.6,0.2,0.2,0.6,4.0
493,Joakim Noah,C,Florida,,108,78,21.1,3.8,6.2,.616,3.8,6.2,.617,0.0,0.0,.500,2.9,4.2,.684,2.0,4.4,6.4,1.7,0.9,1.7,1.8,2.0,10.5,,6.65,74,5.6,1.1,0.9,0.9,6.6
494,Spencer Hawes,C,Washington,,31,24,28.9,6.2,11.7,.532,6.2,11.6,.533,0.0,0.1,.333,2.4,3.2,.755,2.0,4.4,6.4,1.9,0.5,1.7,2.5,2.3,14.9,,6.50,71,3.2,0.6,0.2,0.6,4.7
495,Acie Law,PG,Texas A&M,,122,106,30.8,5.0,10.6,.466,4.0,8.0,.502,0.9,2.6,.357,2.8,3.7,.760,0.5,2.6,3.1,4.5,1.3,0.0,2.5,2.6,13.7,,4.53,56,1.0,2.0,0.5,0.0,4.2
496,Thaddeus Young,PF,Georgia Tech,,31,31,29.6,5.7,11.9,.478,4.5,8.9,.498,1.3,3.0,.419,1.7,2.3,.743,2.3,2.5,4.9,2.0,1.3,0.4,2.2,2.0,14.4,,9.36,74,4.2,0.8,1.0,0.1,8.2
497,Julian Wright,SF,Kansas,,71,52,24.1,4.4,8.0,.555,4.4,7.7,.565,0.0,0.2,.188,1.5,2.5,.591,2.1,4.2,6.3,2.0,1.2,1.3,2.2,2.1,10.4,,7.23,57,2.1,0.7,0.5,0.2,3.9
498,Al Thornton,PF,Florida State,,124,69,22.0,4.4,8.3,.528,3.9,7.2,.543,0.5,1.2,.438,3.0,4.2,.701,2.1,3.1,5.2,0.7,0.8,0.6,1.7,2.3,12.3,,7.69,79,4.5,1.2,0.6,0.5,12.7
499,Rodney Stuckey,PG,Eastern Washington,,59,59,33.1,8.1,17.1,.472,6.4,11.9,.540,1.7,5.2,.317,6.5,8.1,.806,1.1,3.6,4.7,4.8,2.3,0.3,3.5,2.4,24.4,,-1.48,57,2.3,2.8,0.9,0.1,7.6
500,Nick Young,SG,USC,,96,90,31.1,5.8,11.9,.484,4.8,9.2,.518,1.0,2.7,.368,3.0,3.9,.764,1.7,3.3,5.1,1.4,0.8,0.3,2.1,2.5,15.5,,6.92,75,1.5,0.8,0.5,0.1,7.5
501,Sean Williams,C,Boston College,,69,15,20.5,2.0,3.5,.577,2.0,3.5,.577,0.0,0.0,,1.5,2.4,.605,1.6,2.6,4.2,0.6,0.6,2.8,1.2,2.7,5.5,,7.24,73,4.4,0.4,0.4,1.5,5.6
502,Javaris Crittenton,SG,Georgia Tech,,32,31,31.3,4.9,11.0,.450,3.8,7.8,.488,1.1,3.2,.356,3.4,4.3,.783,0.9,2.8,3.7,5.8,2.0,0.1,3.9,2.1,14.4,,9.36,50,2.2,1.0,0.4,0.0,5.6
503,Jason Smith,PF,Colorado State,,87,70,27.9,5.2,9.6,.548,5.1,9.3,.556,0.1,0.3,.308,4.1,5.5,.751,2.6,5.3,7.9,2.0,0.5,1.7,3.1,3.3,14.7,,3.95,76,3.0,0.3,0.3,0.7,4.5
504,Daequan Cook,SG,Ohio State,,39,1,19.7,3.6,8.1,.445,2.2,4.8,.465,1.4,3.3,.415,1.2,1.7,.697,0.7,3.6,4.3,1.0,0.7,0.3,1.4,1.7,9.8,,9.03,59,3.0,1.3,0.4,0.2,8.8
