,playerName,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,dummy,SOS
476,Acie Law,Texas A&M,,122,106,30.8,5.0,10.6,.466,4.0,8.0,.502,0.9,2.6,.357,2.8,3.7,.760,0.5,2.6,3.1,4.5,1.3,0.0,2.5,2.6,13.7,,4.53
477,Thaddeus Young,Georgia Tech,,31,31,29.6,5.7,11.9,.478,4.5,8.9,.498,1.3,3.0,.419,1.7,2.3,.743,2.3,2.5,4.9,2.0,1.3,0.4,2.2,2.0,14.4,,9.36
478,Julian Wright,Kansas,,71,52,24.1,4.4,8.0,.555,4.4,7.7,.565,0.0,0.2,.188,1.5,2.5,.591,2.1,4.2,6.3,2.0,1.2,1.3,2.2,2.1,10.4,,7.23
479,Al Thornton,Florida State,,124,69,22.0,4.4,8.3,.528,3.9,7.2,.543,0.5,1.2,.438,3.0,4.2,.701,2.1,3.1,5.2,0.7,0.8,0.6,1.7,2.3,12.3,,7.69
480,Rodney Stuckey,Eastern Washington,,59,59,33.1,8.1,17.1,.472,6.4,11.9,.540,1.7,5.2,.317,6.5,8.1,.806,1.1,3.6,4.7,4.8,2.3,0.3,3.5,2.4,24.4,,-1.48
481,Nick Young,USC,,96,90,31.1,5.8,11.9,.484,4.8,9.2,.518,1.0,2.7,.368,3.0,3.9,.764,1.7,3.3,5.1,1.4,0.8,0.3,2.1,2.5,15.5,,6.92
482,Sean Williams,Boston College,,69,15,20.5,2.0,3.5,.577,2.0,3.5,.577,0.0,0.0,,1.5,2.4,.605,1.6,2.6,4.2,0.6,0.6,2.8,1.2,2.7,5.5,,7.24
483,Javaris Crittenton,Georgia Tech,,32,31,31.3,4.9,11.0,.450,3.8,7.8,.488,1.1,3.2,.356,3.4,4.3,.783,0.9,2.8,3.7,5.8,2.0,0.1,3.9,2.1,14.4,,9.36
484,Jason Smith,Colorado State,,87,70,27.9,5.2,9.6,.548,5.1,9.3,.556,0.1,0.3,.308,4.1,5.5,.751,2.6,5.3,7.9,2.0,0.5,1.7,3.1,3.3,14.7,,3.95
485,Daequan Cook,Ohio State,,39,1,19.7,3.6,8.1,.445,2.2,4.8,.465,1.4,3.3,.415,1.2,1.7,.697,0.7,3.6,4.3,1.0,0.7,0.3,1.4,1.7,9.8,,9.03
486,Jared Dudley,Boston College,,130,130,36.4,5.3,10.5,.504,4.4,8.0,.548,0.9,2.5,.365,4.4,6.0,.731,2.9,4.3,7.2,3.0,1.4,0.3,2.1,1.9,15.9,,7.22
487,Wilson Chandler,DePaul,,59,52,31.1,5.1,11.4,.445,4.3,8.8,.487,0.8,2.6,.303,2.0,3.0,.659,1.9,5.2,7.1,1.2,0.7,1.5,1.8,2.9,12.9,,8.64
488,Morris Almond,Rice,,121,56,27.1,5.2,10.5,.492,3.9,7.6,.514,1.3,2.9,.435,3.5,4.2,.824,1.0,2.5,3.5,1.0,0.7,0.5,2.2,1.7,15.1,,2.25
489,Aaron Brooks,Oregon,,115,110,32.7,4.3,10.1,.430,2.6,5.4,.479,1.8,4.8,.374,2.7,3.2,.834,0.7,2.7,3.5,4.1,1.1,0.1,2.6,2.3,13.1,,6.68
490,Arron Afflalo,UCLA,,104,103,32.7,5.0,10.9,.457,3.0,5.5,.539,2.0,5.4,.373,2.8,3.6,.781,0.6,2.8,3.5,1.9,0.6,0.2,2.0,2.1,14.8,,8.40
491,Alando Tucker,Wisconsin,,134,126,32.1,6.0,12.4,.480,5.2,10.0,.522,0.8,2.5,.307,3.9,6.1,.636,2.3,3.4,5.7,1.6,0.8,0.2,1.7,1.6,16.5,,7.56
492,Carl Landry,Purdue,,64,63,29.9,6.3,10.5,.602,6.1,9.8,.628,0.2,0.7,.233,5.6,7.9,.714,3.0,4.0,7.1,1.2,1.0,0.8,2.9,3.0,18.4,,8.86
493,Gabe Pruitt,USC,,80,70,32.4,4.5,10.2,.438,2.2,4.5,.496,2.2,5.7,.393,2.6,3.3,.778,0.6,2.5,3.1,3.5,2.0,0.2,2.4,2.3,13.8,,6.92
494,Marcus Williams,UConn,,70,51,27.9,2.9,7.2,.402,2.1,5.2,.413,0.8,2.1,.375,2.4,3.0,.791,0.7,2.6,3.2,7.3,1.0,0.2,3.2,1.7,9.0,,7.32
495,Nick Fazekas,Nevada,,131,119,30.1,6.9,12.9,.532,6.0,10.3,.579,0.9,2.6,.341,4.2,5.1,.815,2.5,7.1,9.6,1.3,0.7,1.5,1.7,2.0,18.8,,3.05
496,Glen Davis,LSU,,95,92,32.0,6.0,12.0,.496,5.7,11.1,.510,0.3,0.9,.310,4.5,6.5,.694,3.8,5.8,9.6,1.5,1.1,1.2,2.4,2.6,16.7,,7.99
497,Jermareo Davidson,Alabama,,126,121,28.7,3.8,8.1,.467,3.7,7.9,.471,0.0,0.2,.211,2.5,3.5,.717,2.2,5.1,7.3,1.0,0.5,1.8,1.5,2.1,10.1,,7.83
498,Josh McRoberts,Duke,,69,63,29.7,4.0,7.5,.540,3.9,7.0,.559,0.1,0.5,.278,2.5,3.8,.664,1.9,4.6,6.5,2.4,1.2,1.9,1.9,2.8,10.8,,9.63
499,Chris Richard,Florida,,141,4,15.6,2.0,3.0,.665,2.0,3.0,.665,0.0,0.0,,0.9,1.4,.631,1.1,2.0,3.2,0.3,0.3,0.4,1.0,2.2,4.9,,7.28
500,Derrick Byars,Vanderbilt,,64,64,31.5,5.3,11.3,.467,3.0,5.7,.531,2.2,5.5,.400,2.1,2.9,.713,1.2,3.0,4.3,3.3,1.2,0.2,2.4,2.4,14.8,,
501,Dominic McGuire,Fresno State,,32,32,32.9,4.8,10.2,.471,4.2,8.1,.516,0.6,2.1,.299,3.3,5.7,.586,2.2,7.6,9.8,3.3,0.9,3.6,3.7,2.8,13.5,,
502,Aaron Gray,Pitt,,113,68,20.9,3.8,7.0,.550,3.8,7.0,.550,0.0,0.0,,2.1,3.6,.595,2.5,4.5,7.0,1.3,0.4,1.2,1.6,2.1,9.8,,6.94
503,JamesOn Curry,Oklahoma State,,101,83,32.0,4.7,10.7,.437,2.7,5.9,.464,2.0,4.8,.404,2.2,2.9,.758,0.5,2.4,2.9,3.5,1.0,0.2,2.8,2.0,13.5,,7.56
504,Taurean Green,Florida,,111,79,29.2,2.9,7.1,.401,1.2,2.8,.419,1.7,4.3,.389,3.2,3.7,.857,0.3,1.9,2.2,3.6,1.1,0.1,2.5,1.6,10.6,,6.65
505,Demetris Nichols,Syracuse,,123,93,25.8,3.8,9.0,.423,2.2,4.4,.493,1.7,4.7,.358,1.6,2.1,.752,1.2,3.0,4.1,1.1,1.0,0.8,1.5,2.0,10.9,,7.27
506,Ramon Sessions,Nevada,,97,94,29.2,3.2,7.6,.417,2.9,6.7,.430,0.3,0.8,.313,2.2,3.0,.740,1.0,3.2,4.2,4.9,1.2,0.1,2.6,1.3,8.8,,2.12
507,D.J. Strawberry,Maryland,,111,72,26.9,3.6,7.8,.461,3.0,5.9,.503,0.6,1.9,.330,2.3,3.7,.640,1.0,2.3,3.3,2.9,1.8,0.4,2.2,2.4,10.1,,8.47
508,LaMarcus Aldridge,Texas,,53,53,30.2,5.2,8.9,.586,5.2,8.9,.586,0.0,0.0,,3.0,4.7,.649,3.4,4.8,8.2,0.6,1.3,1.8,1.6,2.7,13.5,,7.28
509,Adam Morrison,Gonzaga,,95,62,30.6,7.0,14.0,.503,5.7,10.3,.551,1.3,3.7,.368,4.2,5.5,.761,1.3,3.8,5.1,2.0,0.7,0.4,1.7,1.7,19.7,,4.24
510,Tyrus Thomas,LSU,,32,21,25.9,4.8,7.8,.608,4.7,7.8,.606,0.0,0.0,1.000,2.8,4.3,.657,2.8,6.4,9.2,1.3,1.0,3.1,1.8,2.6,12.3,,8.77
511,Shelden Williams,Duke,,139,128,28.1,4.9,8.6,.572,4.9,8.6,.574,0.0,0.1,.333,4.0,5.7,.694,3.2,5.9,9.1,0.9,1.2,3.0,2.3,3.1,13.9,,9.51
512,Brandon Roy,Washington,,103,71,27.5,5.2,10.1,.512,4.7,8.6,.541,0.5,1.5,.344,3.5,4.5,.765,1.8,3.2,5.0,3.0,1.0,0.5,2.1,2.1,14.3,,6.83
513,Randy Foye,Villanova,,131,128,31.3,5.2,13.1,.399,3.6,8.1,.441,1.6,4.9,.329,3.0,3.8,.781,1.4,3.4,4.8,3.2,1.5,0.4,2.9,2.7,15.0,,8.37
514,Rudy Gay,UConn,,64,59,29.8,5.0,10.8,.461,4.1,8.5,.483,0.9,2.3,.378,2.8,3.8,.721,1.9,4.0,5.9,1.8,1.3,1.7,2.2,2.3,13.6,,7.10
515,Patrick O'Bryant,Bradley,,52,47,24.3,4.6,8.4,.554,4.6,8.4,.554,0.0,0.0,,2.4,3.4,.687,2.6,5.3,7.8,0.7,0.9,2.8,1.9,3.1,11.6,,4.97
516,J.J. Redick,Duke,,139,134,34.0,5.9,13.7,.433,2.6,5.6,.472,3.3,8.1,.406,4.8,5.2,.912,0.5,2.2,2.7,2.2,1.1,0.1,2.1,1.6,19.9,,9.51
517,Hilton Armstrong,UConn,,131,56,15.1,1.7,3.1,.563,1.7,3.1,.565,0.0,0.0,.333,1.2,2.1,.578,1.3,2.6,3.9,0.6,0.3,1.5,1.2,2.1,4.7,,7.40
518,Ronnie Brewer,Arkansas,,90,88,33.0,5.5,11.9,.462,4.3,8.5,.511,1.2,3.4,.340,3.6,5.4,.671,1.7,3.4,5.0,3.3,2.4,0.5,2.3,1.7,15.7,,5.35
519,Cedric Simmons,NC State,,63,33,18.9,2.7,4.8,.565,2.7,4.7,.566,0.0,0.1,.500,2.3,3.5,.652,1.3,2.9,4.1,1.1,0.4,1.8,1.3,2.5,7.7,,7.40
520,Rodney Carney,Memphis,,133,101,27.6,5.0,11.9,.415,2.8,6.0,.468,2.2,6.0,.362,2.2,3.1,.717,1.5,3.4,4.9,1.2,1.0,1.0,1.4,2.1,14.3,,5.22
521,Shawne Williams,Memphis,,36,34,27.8,4.3,10.4,.416,3.0,6.1,.489,1.3,4.3,.312,3.2,4.0,.786,1.7,4.4,6.2,1.9,1.4,1.4,2.3,2.9,13.2,,4.24
522,Quincy Douby,Rutgers,,95,64,32.1,6.1,14.1,.432,3.5,7.3,.473,2.6,6.8,.389,2.9,3.6,.820,0.7,2.2,2.9,2.7,1.3,0.7,2.2,1.8,17.8,,6.93
523,Renaldo Balkman,South Carolina,,104,40,21.1,3.0,5.5,.553,2.9,5.0,.581,0.2,0.5,.291,1.2,2.2,.533,2.1,3.2,5.3,1.7,1.2,1.1,1.7,2.1,7.4,,7.11
524,Rajon Rondo,Kentucky,,68,62,28.1,3.7,7.4,.493,3.3,6.0,.544,0.4,1.5,.283,1.9,3.3,.577,0.8,3.7,4.5,4.2,2.3,0.2,2.2,2.0,9.6,,8.49
525,Marcus Williams,UConn,,70,51,27.9,2.9,7.2,.402,2.1,5.2,.413,0.8,2.1,.375,2.4,3.0,.791,0.7,2.6,3.2,7.3,1.0,0.2,3.2,1.7,9.0,,7.32
526,Josh Boone,UConn,,103,100,25.9,3.7,6.4,.578,3.7,6.4,.578,0.0,0.0,,1.9,3.4,.559,3.1,3.8,7.0,0.8,0.5,2.2,1.3,1.9,9.3,,7.32
527,Kyle Lowry,Villanova,,57,34,26.7,3.2,7.1,.449,2.9,6.4,.463,0.2,0.7,.325,2.9,4.0,.737,1.4,2.4,3.8,3.0,1.9,0.2,1.9,2.6,9.5,,8.83
528,Shannon Brown,Michigan State,,97,89,28.0,4.3,9.4,.457,3.2,6.3,.503,1.1,3.1,.364,2.5,3.0,.831,1.0,2.4,3.4,1.9,1.3,0.1,2.0,1.9,12.2,,7.69
529,Jordan Farmar,UCLA,,66,66,32.2,4.4,10.8,.410,3.0,6.4,.463,1.5,4.4,.333,3.0,4.0,.760,0.6,2.4,3.0,5.2,1.2,0.2,3.8,2.1,13.3,,7.68
530,Maurice Ager,Michigan State,,124,73,25.6,4.2,9.6,.441,2.6,5.3,.492,1.6,4.3,.380,2.5,3.2,.775,0.8,2.6,3.4,1.5,0.5,0.3,1.7,1.9,12.5,,8.19
531,Mardy Collins,Temple,,125,124,37.5,5.7,14.4,.399,4.3,9.4,.457,1.5,5.0,.292,2.4,3.9,.624,1.2,3.3,4.6,3.2,2.3,0.2,2.0,2.3,15.4,,5.33
532,James White,Cincinnati,,93,85,29.3,3.8,8.5,.450,2.8,5.4,.508,1.1,3.1,.347,2.9,3.6,.818,1.1,3.6,4.7,2.8,1.0,0.6,2.2,2.3,11.7,,
533,Steve Novak,Marquette,,126,89,27.0,3.8,8.4,.456,1.0,2.3,.443,2.8,6.1,.461,1.9,2.1,.931,1.0,3.2,4.2,1.0,0.5,0.1,1.1,2.0,12.4,,6.07
534,Solomon Jones,South Florida,,59,56,31.2,3.7,7.3,.505,3.7,7.2,.507,0.0,0.0,.000,2.5,3.6,.693,2.6,5.4,8.0,1.0,0.6,2.6,2.7,3.4,9.8,,3.34
535,Paul Davis,Michigan State,,130,97,25.8,4.7,8.8,.538,4.6,8.4,.549,0.1,0.4,.271,3.7,4.8,.763,2.1,4.9,7.0,1.4,1.1,0.7,2.1,2.6,13.2,,8.19
536,P.J. Tucker,Texas,,87,69,28.9,5.0,9.6,.526,5.0,9.5,.527,0.0,0.0,.500,3.3,4.7,.711,3.1,5.1,8.2,2.0,1.3,0.3,2.2,2.5,13.4,,7.65
537,Craig Smith,Boston College,,130,127,34.0,7.1,12.7,.558,7.0,12.2,.572,0.1,0.5,.239,3.8,5.9,.643,3.0,5.6,8.6,1.9,1.3,0.8,2.3,2.9,18.1,,6.73
538,Bobby Jones,UNC,,92,,,5.7,9.3,.608,2.4,3.7,.641,8.9,3.1,,,,2.6,13.7,,6.83,,,,,,,,
539,David Noel,UNC,,127,51,23.2,2.7,5.2,.532,2.2,3.7,.600,0.5,1.4,.354,0.9,1.6,.587,1.6,2.7,4.3,1.9,1.1,0.5,1.7,2.0,6.9,,10.19
540,James Augustine,Illinois,,137,134,27.1,3.9,6.3,.617,3.9,6.2,.623,0.0,0.1,.333,2.3,3.3,.687,2.6,4.9,7.5,1.1,1.0,1.0,1.5,2.6,10.1,,7.15
541,Daniel Gibson,Texas,,68,68,33.0,4.3,10.5,.411,1.8,3.9,.451,2.6,6.6,.387,2.5,3.4,.741,0.8,2.8,3.6,3.5,1.5,0.3,2.4,2.5,13.8,,7.28
542,Alexander Johnson,Florida State,,92,73,21.0,3.3,6.4,.520,3.2,6.0,.535,0.1,0.4,.308,3.0,4.5,.667,1.7,3.5,5.2,0.7,0.9,0.7,2.6,2.9,9.8,,7.38
543,Dee Brown,Jacksonville,,108,29,29.0,5.4,11.3,.482,4.6,9.1,.510,0.8,2.2,.366,2.3,3.0,.763,,,5.3,3.1,1.9,0.3,2.3,2.2,13.9,,1.43
544,Paul Millsap,Louisiana Tech,,92,91,35.2,7.2,12.4,.577,7.1,12.2,.580,0.1,0.2,.375,4.2,6.8,.620,5.5,7.3,12.7,0.9,1.3,2.0,2.4,3.1,18.6,,2.11
545,Leon Powe,California,,54,53,32.5,5.9,12.0,.492,5.9,11.9,.495,0.1,0.2,.300,5.9,8.8,.672,3.4,6.4,9.8,1.1,0.8,0.6,2.2,2.4,17.8,,7.75
546,Ryan Hollins,UCLA,,113,61,20.2,2.0,3.5,.575,2.0,3.5,.574,0.0,0.0,1.000,1.7,2.9,.591,1.6,2.5,4.0,0.4,0.2,0.9,1.4,2.4,5.7,,7.98
547,Hassan Adams,Arizona,,130,100,27.8,5.8,11.6,.499,5.2,9.7,.535,0.6,1.9,.311,1.9,2.7,.704,2.5,3.0,5.4,2.0,1.8,0.7,2.0,2.0,14.0,,8.42
548,Will Blalock,Iowa State,,93,92,34.3,4.2,10.0,.421,3.2,7.1,.445,1.1,2.9,.365,2.1,2.9,.719,0.6,2.5,3.1,5.0,1.9,0.1,2.5,1.6,11.6,,7.92
549,Andrew Bogut,Utah,,68,68,32.7,6.6,10.9,.603,6.4,10.4,.616,0.2,0.5,.361,3.2,4.7,.674,3.5,7.6,11.1,2.3,0.7,1.6,2.7,2.3,16.6,,4.53
550,Marvin Williams,UNC,,36,0,22.2,3.5,6.9,.506,2.9,5.6,.522,0.5,1.2,.432,3.8,4.5,.847,1.8,4.8,6.6,0.7,1.1,0.5,1.6,2.6,11.3,,10.66
551,Deron Williams,Illinois,,101,98,31.7,4.0,9.4,.422,2.3,5.1,.464,1.6,4.3,.374,1.5,2.1,.685,0.4,2.9,3.3,5.9,1.1,0.2,2.4,2.2,11.0,,7.44
552,Chris Paul,Wake Forest,,63,62,33.5,4.4,9.3,.472,3.0,6.4,.473,1.4,2.9,.470,4.9,5.8,.838,0.7,3.2,3.9,6.3,2.5,0.2,2.7,2.6,15.0,,10.65
553,Raymond Felton,UNC,,101,100,33.9,4.1,9.7,.423,2.4,5.1,.467,1.7,4.6,.375,2.6,3.5,.731,0.7,3.4,4.1,6.9,1.9,0.3,3.6,2.3,12.5,,11.00
554,Charlie Villanueva,UConn,,63,35,22.3,4.3,8.3,.518,3.9,7.4,.534,0.4,1.0,.393,2.2,3.2,.681,2.2,4.6,6.7,1.0,0.4,1.7,1.7,2.2,11.2,,7.70
555,Channing Frye,Arizona,,133,119,27.7,5.3,9.5,.562,5.3,9.3,.568,0.0,0.2,.261,2.8,3.7,.759,2.8,4.6,7.3,1.3,0.6,1.9,1.4,2.8,13.5,,9.02
556,Ike Diogu,Arizona State,,91,91,35.1,6.8,11.9,.571,6.3,10.7,.591,0.5,1.2,.387,7.4,9.4,.786,3.4,5.5,8.8,1.2,0.4,1.7,3.4,2.8,21.4,,6.66
557,Sean May,UNC,,77,75,27.8,5.7,11.2,.513,5.7,11.1,.519,0.0,0.1,.000,4.3,6.0,.717,3.5,6.5,10.0,1.5,1.3,1.2,2.4,2.4,15.8,,11.00
558,Rashad McCants,UNC,,98,90,29.2,6.3,12.9,.486,4.0,7.4,.538,2.3,5.4,.415,2.8,3.8,.721,1.5,2.6,4.1,2.1,1.5,0.6,2.2,2.4,17.6,,11.00
559,Antoine Wright,Texas A&M,,87,83,32.1,5.4,13.0,.412,3.3,7.5,.439,2.1,5.5,.376,2.6,4.0,.648,1.4,4.2,5.6,2.1,1.1,0.6,2.3,2.6,15.4,,5.15
560,Joey Graham,Oklahoma State,,68,60,27.5,5.5,10.0,.549,4.9,8.7,.560,0.6,1.2,.476,3.5,4.2,.819,1.7,4.0,5.7,1.6,0.8,0.2,2.4,3.1,15.0,,
561,Danny Granger,New Mexico,,52,52,30.8,6.1,12.0,.510,4.8,8.7,.556,1.3,3.4,.392,5.5,7.3,.757,2.4,6.5,8.9,2.3,1.8,1.8,2.5,2.7,19.1,,
562,Hakim Warrick,Syracuse,,135,119,31.0,5.7,10.6,.536,5.6,10.3,.544,0.1,0.3,.250,3.9,5.9,.659,2.9,4.7,7.6,1.5,1.0,0.9,2.3,2.4,15.4,,7.34
563,Julius Hodge,NC State,,129,125,33.0,5.2,10.9,.473,4.3,8.2,.520,0.9,2.7,.329,4.6,6.1,.760,2.0,4.0,6.0,3.5,1.2,0.6,2.6,2.5,15.8,,8.87
564,Nate Robinson,Washington,,89,66,28.2,5.0,11.0,.457,3.6,6.9,.523,1.4,4.1,.348,3.0,3.7,.793,1.6,2.3,3.9,3.2,1.6,0.1,2.0,2.6,14.4,,7.12
565,Jarrett Jack,Georgia Tech,,101,100,32.3,4.0,8.4,.478,3.1,5.9,.530,0.9,2.6,.359,3.6,4.5,.796,0.4,4.0,4.5,5.4,1.8,0.1,3.3,2.0,12.5,,9.64
566,Luther Head,Illinois,,128,84,25.4,3.5,7.5,.473,1.9,3.2,.594,1.6,4.3,.382,1.4,1.9,.752,0.7,2.5,3.1,2.5,1.2,0.2,1.5,1.5,10.1,,8.06
567,Jason Maxiell,Cincinnati,,129,95,27.6,4.4,8.6,.507,4.3,8.5,.509,0.0,0.1,.286,3.4,5.2,.653,2.8,4.3,7.0,0.7,0.7,1.9,1.5,2.6,12.1,,6.76
568,Linas Kleiza,Missouri,,49,28,28.7,4.7,11.3,.413,3.9,8.6,.453,0.8,2.8,.287,4.3,6.1,.707,2.5,5.4,7.9,1.3,0.6,0.3,2.4,2.9,14.4,,9.14
569,Wayne Simien,Kansas,,106,69,26.6,5.5,9.9,.558,5.5,9.7,.566,0.1,0.2,.240,3.9,5.0,.784,2.8,5.5,8.3,0.9,0.7,0.7,1.7,2.3,15.0,,10.04
570,David Lee,Florida,,127,95,25.0,4.3,7.4,.581,4.3,7.3,.584,0.0,0.0,.000,2.8,4.0,.681,2.2,4.6,6.8,2.0,0.9,0.9,2.1,2.2,11.3,,8.11
571,Salim Stoudamire,Arizona,,129,117,29.8,4.8,10.1,.471,2.1,4.3,.488,2.7,5.8,.458,3.0,3.5,.870,0.4,1.8,2.2,2.0,0.8,0.1,2.0,2.2,15.2,,9.02
572,Daniel Ewing,Duke,,138,79,27.7,3.9,9.0,.432,2.3,5.0,.464,1.6,4.0,.392,2.2,2.9,.746,0.8,1.9,2.8,2.1,1.4,0.2,1.9,2.6,11.6,,9.61
573,Brandon Bass,LSU,,59,58,34.2,5.1,9.5,.540,4.8,8.7,.554,0.3,0.8,.378,4.6,5.8,.780,2.6,5.6,8.2,0.7,0.8,1.8,1.8,2.2,15.1,,7.18
574,Ronny Turiaf,Gonzaga,,127,73,25.5,4.2,8.2,.518,4.2,8.0,.524,0.0,0.1,.222,5.1,7.1,.715,2.1,4.7,6.8,1.0,0.5,1.4,2.1,2.9,13.6,,3.06
575,Travis Diener,Marquette,,120,89,31.4,4.3,10.2,.416,1.9,4.5,.420,2.4,5.7,.413,3.2,3.8,.837,0.5,2.6,3.1,5.1,1.3,0.1,1.9,2.1,14.1,,5.22
576,Von Wafer,Florida State,,61,22,21.6,3.5,8.7,.405,1.7,3.8,.457,1.8,4.9,.365,1.3,1.9,.669,0.4,1.8,2.2,1.4,0.9,0.2,1.4,1.4,10.1,,8.65
577,Chris Taft,Pitt,,65,53,26.0,4.9,8.7,.569,4.9,8.7,.569,0.0,0.0,,2.1,3.7,.564,3.1,4.4,7.5,1.1,0.4,1.7,1.4,1.5,12.0,,6.11
578,Bracey Wright,Indiana,,85,85,35.7,5.5,13.6,.405,3.3,7.4,.451,2.2,6.3,.350,4.4,5.7,.776,1.3,3.8,5.1,2.4,0.9,0.6,2.3,1.8,17.6,,9.25
579,Ryan Gomes,Providence,,116,115,35.1,6.8,13.0,.519,6.1,11.0,.549,0.7,2.0,.352,4.2,5.3,.789,3.3,5.5,8.9,2.3,1.6,0.4,2.3,2.1,18.4,,7.36
580,Robert Whaley,Cincinnati,,22,3,13.0,2.2,6.3,.348,2.2,6.2,.350,0.0,0.0,.000,1.4,2.1,.660,1.0,1.4,2.5,0.6,0.3,0.4,1.1,2.1,5.8,,6.28
581,Orien Greene,Louisiana,,42,26,29.5,3.8,9.2,.413,2.3,4.7,.485,1.5,4.5,.339,2.0,2.7,.737,1.3,3.4,4.6,3.6,2.6,0.3,2.9,3.1,11.1,,
582,Dijon Thompson,UCLA,,117,72,27.8,4.6,10.0,.464,3.5,6.8,.510,1.1,3.1,.362,2.1,2.7,.781,1.4,3.3,4.7,2.0,1.1,0.3,2.4,1.8,12.5,,8.61
583,Lawrence Roberts,Mississippi State,,62,62,32.3,5.6,11.6,.481,5.2,10.3,.505,0.4,1.3,.296,5.4,8.3,.645,3.4,7.1,10.5,1.6,1.5,0.7,2.6,2.2,16.9,,
584,Alex Acker,Pepperdine,,88,80,34.4,5.1,11.2,.457,3.7,7.9,.476,1.4,3.3,.411,2.9,3.5,.823,1.5,4.1,5.6,2.8,1.5,0.4,2.6,1.9,14.5,,1.80
585,Emeka Okafor,UConn,,103,103,31.8,5.7,9.7,.590,5.7,9.7,.590,0.0,0.0,,2.4,4.3,.564,3.4,7.2,10.6,0.8,0.9,4.3,2.0,2.6,13.8,,7.61
586,Ben Gordon,UConn,,106,74,31.0,5.6,12.7,.440,3.2,7.2,.452,2.3,5.5,.423,3.5,4.4,.795,0.8,3.1,3.9,4.1,1.2,0.2,2.8,2.3,16.9,,7.61
587,Devin Harris,Wisconsin,,96,96,35.0,4.6,10.2,.447,2.6,5.0,.522,1.9,5.2,.375,3.8,4.8,.778,0.7,3.4,4.1,3.1,1.7,0.4,1.8,2.1,14.8,,7.74
588,Josh Childress,Stanford,,86,57,28.6,4.5,10.2,.438,3.3,6.6,.494,1.2,3.6,.335,2.2,2.8,.755,1.9,4.9,6.8,1.8,0.9,1.1,1.7,2.1,12.3,,7.25
589,Luol Deng,Duke,,37,32,31.1,5.7,11.9,.476,4.6,8.9,.515,1.1,3.0,.360,2.6,3.7,.710,2.2,4.7,6.9,1.8,1.3,1.1,2.2,2.2,15.1,,10.86
590,Andre Iguodala,Arizona,,62,34,25.4,3.3,7.8,.424,2.8,5.9,.473,0.5,1.9,.274,2.5,3.3,.738,2.2,4.4,6.6,3.4,1.5,0.5,2.1,2.2,9.6,,7.79
591,Luke Jackson,Oregon,,126,102,29.1,5.1,11.1,.461,3.7,7.7,.488,1.4,3.4,.402,4.0,4.7,.849,1.7,4.2,5.9,3.4,1.3,0.3,2.3,1.8,15.6,,6.96
592,Kris Humphries,Minnesota,,29,28,34.1,7.6,17.2,.444,7.0,15.4,.455,0.6,1.7,.340,5.9,7.9,.742,3.1,7.0,10.1,0.7,0.9,1.1,2.8,2.2,21.7,,5.36
593,Kirk Snyder,Nevada,,84,74,30.8,5.7,13.3,.426,4.4,9.3,.477,1.3,4.1,.310,4.1,6.0,.677,2.3,4.1,6.4,2.7,0.9,0.8,3.1,2.4,16.7,,3.25
594,Jameer Nelson,St. Joseph's,,125,125,34.5,5.6,12.4,.454,3.8,7.4,.514,1.8,5.0,.365,3.7,4.7,.786,1.0,3.6,4.6,5.7,2.0,0.1,3.0,2.2,16.8,,4.12
595,Delonte West,St. Joseph's,,89,56,26.8,5.1,10.3,.489,3.8,7.0,.544,1.3,3.4,.377,2.5,3.0,.831,1.0,3.2,4.2,3.0,1.4,0.2,2.0,1.9,13.9,,4.00
596,Tony Allen,Oklahoma State,,67,62,31.4,5.5,11.5,.477,4.7,9.3,.508,0.8,2.2,.347,3.5,5.2,.682,1.7,3.7,5.5,2.9,2.0,0.8,2.8,2.9,15.3,,7.84
597,Kevin Martin,Western Carolina,,79,77,31.8,7.2,15.5,.462,4.9,9.1,.542,2.2,6.4,.346,6.8,8.0,.841,0.9,3.5,4.5,1.7,1.7,0.4,2.9,2.1,23.3,,-3.74
598,David Harrison,Colorado,,88,82,28.2,5.6,9.2,.601,5.6,9.2,.602,0.0,0.0,.000,3.9,7.0,.553,3.4,4.6,8.0,0.6,0.6,2.6,2.4,3.4,15.0,,6.73
599,Jackson Vroman,Iowa State,,63,62,30.6,5.4,9.7,.558,5.4,9.5,.569,0.0,0.2,.077,2.4,4.7,.512,3.1,6.3,9.5,2.1,1.2,1.1,2.8,3.6,13.2,,7.06
600,Lionel Chalmers,Xavier,,123,99,31.7,4.2,9.8,.425,2.3,4.7,.483,1.9,5.1,.372,2.4,3.4,.716,0.5,2.4,2.9,3.3,1.3,0.1,2.7,2.2,12.7,,4.78
601,Andre Emmett,Texas Tech,,128,97,32.3,6.9,13.8,.500,6.5,12.4,.520,0.4,1.4,.312,3.4,4.9,.703,2.1,3.9,6.0,1.6,1.3,0.3,1.9,1.3,17.6,,7.30
602,Antonio Burks,Memphis,,91,80,30.6,4.3,9.2,.469,3.6,7.4,.484,0.7,1.7,.401,2.0,3.0,.673,0.5,2.1,2.6,5.4,1.9,0.2,2.3,2.3,11.3,,5.31
