,playerName,playerNameTrue,Pos,GP,TRB,AST,STL,BLK,PTS
392,Landry Fields,Landry Fields,SG,82.0,6.4,1.9,1.0,0.2,9.7
393,Lance Stephenson,Lance Stephenson,SG,12.0,1.5,1.8,0.3,0.0,3.1
394,Jarvis Varnado,Jarvis Varnado,PF,13.0,0.7,0.2,0.1,0.2,0.6
395,Devin Ebanks,Devin Ebanks,SG,20.0,1.4,0.1,0.2,0.3,3.1
396,Jerome Jordan,Jerome Jordan,C,21.0,1.3,0.2,0.0,0.3,2.0
397,Gani Lawal,Gani Lawal,PF,1.0,0.0,0.0,0.0,0.0,0.0
398,Solomon Alabi,Solomon Alabi,C,12.0,1.2,0.2,0.2,0.2,0.5
399,Luke Harangody,Luke Harangody,PF,49.0,2.9,0.6,0.3,0.3,3.9
400,Willie Warren,Willie Warren,PG,19.0,0.6,1.4,0.3,0.0,1.9
401,Jeremy Evans,Jeremy Evans,SF,49.0,2.0,0.5,0.3,0.3,3.6
402,Hamady N'Diaye,Hamady N'Diaye,C,16.0,0.4,0.0,0.1,0.3,0.9
403,Ryan Reid,Ryan Reid,PF,5.0,0.4,0.0,0.0,0.0,1.6
404,Derrick Caracter,Derrick Caracter,C,41.0,1.0,0.2,0.1,0.2,2.0
405,Hasheem Thabeet,Hasheem Thabeet,C,68.0,3.6,0.2,0.2,1.3,3.1
406,James Harden,James Harden,SG,76.0,3.2,1.8,1.1,0.3,9.9
407,Tyreke Evans,Tyreke Evans,SG,72.0,5.3,5.8,1.5,0.4,20.1
408,Jonny Flynn,Jonny Flynn,PG,81.0,2.4,4.4,1.0,0.0,13.5
409,Stephen Curry,Stephen Curry,PG,80.0,4.5,5.9,1.9,0.2,17.5
410,Jordan Hill,Jordan Hill,PF,47.0,3.7,0.4,0.3,0.4,5.2
411,DeMar DeRozan,DeMar DeRozan,SG,77.0,2.9,0.7,0.6,0.2,8.6
412,Terrence Williams,Terrence Williams,SF,78.0,4.5,2.9,0.6,0.1,8.4
413,Gerald Henderson,Gerald Henderson,SG,43.0,1.3,0.3,0.2,0.2,2.6
414,Tyler Hansbrough,Tyler Hansbrough,PF,29.0,4.8,1.0,0.6,0.3,8.5
415,Earl Clark,Earl Clark,PF,51.0,1.2,0.4,0.1,0.3,2.7
416,Austin Daye,Austin Daye,SF,69.0,2.5,0.5,0.4,0.4,5.1
417,James Johnson,James Johnson,PF,65.0,2.0,0.7,0.3,0.7,3.9
418,Jrue Holiday,Jrue Holiday,PG,73.0,2.6,3.8,1.1,0.2,8.0
419,Ty Lawson,Ty Lawson,PG,65.0,1.9,3.1,0.7,0.0,8.3
420,Jeff Teague,Jeff Teague,PG,71.0,0.9,1.7,0.5,0.2,3.2
421,Eric Maynor,Eric Maynor,PG,81.0,1.6,3.3,0.5,0.1,4.7
422,Darren Collison,Darren Collison,PG,76.0,2.5,5.7,1.0,0.1,12.4
423,Byron Mullens,Byron Mullens,PF,13.0,0.8,0.1,0.2,0.0,1.1
424,Taj Gibson,Taj Gibson,PF,82.0,7.5,0.9,0.6,1.3,9.0
425,DeMarre Carroll,DeMarre Carroll,SF,71.0,2.1,0.5,0.4,0.1,2.9
426,Wayne Ellington,Wayne Ellington,SG,76.0,2.1,1.0,0.3,0.1,6.6
427,Toney Douglas,Toney Douglas,PG,56.0,1.9,2.0,0.8,0.1,8.6
428,Jeff Ayres,Jeff Ayres,C,39.0,2.5,0.0,0.2,0.4,2.7
429,Jermaine Taylor,Jermaine Taylor,SG,31.0,1.5,0.5,0.3,0.1,4.1
430,Dante Cunningham,Dante Cunningham,PF,63.0,2.5,0.2,0.4,0.3,3.9
431,DaJuan Summers,DaJuan Summers,SF,44.0,1.0,0.4,0.2,0.2,3.0
432,Sam Young,Sam Young,SF,80.0,2.5,0.7,0.4,0.3,7.4
433,DeJuan Blair,DeJuan Blair,PF,82.0,6.4,0.8,0.6,0.5,7.8
434,Jon Brockman,Jon Brockman,PF,52.0,4.1,0.4,0.3,0.1,2.8
435,Derrick Brown,Derrick Brown,SF,57.0,1.4,0.3,0.4,0.2,3.3
436,Jodie Meeks,Jodie Meeks,SG,60.0,1.7,0.7,0.3,0.1,4.7
437,Patrick Beverley,Patrick Beverley,PG,41.0,2.7,2.9,0.9,0.5,5.6
438,Marcus Thornton,Marcus Thornton,SG,73.0,2.9,1.6,0.8,0.2,14.5
439,Chase Budinger,Chase Budinger,SF,74.0,3.0,1.2,0.5,0.1,8.9
440,Nick Calathes,Nick Calathes,SG,71.0,1.9,2.9,0.9,0.1,4.9
441,Danny Green,Danny Green,SG,20.0,0.9,0.3,0.3,0.2,2.0
442,Taylor Griffin,Taylor Griffin,SF,8.0,0.3,0.1,0.0,0.3,1.3
443,A.J. Price,A.J. Price,PG,56.0,1.6,1.9,0.6,0.1,7.3
444,Patty Mills,Patty Mills,PG,10.0,0.2,0.5,0.0,0.0,2.6
445,Lester Hudson,Lester Hudson,PG,25.0,0.7,0.5,0.3,0.1,2.3
446,Derrick Rose,Derrick Rose,PG,81.0,3.9,6.3,0.8,0.2,16.8
447,Michael Beasley,Michael Beasley,PF,81.0,5.4,1.0,0.5,0.5,13.9
448,O.J. Mayo,O.J. Mayo,SG,82.0,3.8,3.2,1.1,0.2,18.5
449,Russell Westbrook,Russell Westbrook,PG,82.0,4.9,5.3,1.3,0.2,15.3
450,Kevin Love,Kevin Love,C,81.0,9.1,1.0,0.4,0.6,11.1
451,Eric Gordon,Eric Gordon,SG,78.0,2.6,2.8,1.0,0.4,16.1
452,Joe Alexander,Joe Alexander,SF,59.0,1.9,0.7,0.3,0.5,4.7
453,D.J. Augustin,D.J. Augustin,PG,72.0,1.8,3.5,0.6,0.0,11.8
454,Brook Lopez,Brook Lopez,C,82.0,8.1,1.0,0.5,1.8,13.0
455,Jerryd Bayless,Jerryd Bayless,PG,53.0,1.1,1.5,0.3,0.0,4.3
456,Jason Thompson,Jason Thompson,PF,82.0,7.4,1.1,0.6,0.7,11.1
457,Brandon Rush,Brandon Rush,SG,75.0,3.1,0.9,0.5,0.5,8.1
458,Anthony Randolph,Anthony Randolph,PF,63.0,5.8,0.8,0.7,1.2,7.9
459,Robin Lopez,Robin Lopez,C,60.0,2.0,0.1,0.2,0.7,3.2
460,Marreese Speights,Marreese Speights,C,79.0,3.7,0.4,0.3,0.7,7.7
461,Roy Hibbert,Roy Hibbert,C,70.0,3.5,0.7,0.3,1.1,7.1
462,JaVale McGee,JaVale McGee,C,75.0,3.9,0.3,0.4,1.0,6.5
463,J.J. Hickson,J.J. Hickson,C,62.0,2.7,0.1,0.2,0.5,4.0
464,Ryan Anderson,Ryan Anderson,PF,66.0,4.7,0.8,0.7,0.3,7.4
465,Courtney Lee,Courtney Lee,SG,77.0,2.3,1.2,1.0,0.2,8.4
466,Kosta Koufos,Kosta Koufos,C,48.0,2.9,0.4,0.3,0.6,4.7
467,George Hill,George Hill,PG,77.0,2.1,1.8,0.6,0.3,5.7
468,Darrell Arthur,Darrell Arthur,PF,76.0,4.6,0.6,0.7,0.7,5.6
469,Donté Greene,Donté Greene,SF,55.0,1.6,0.5,0.3,0.3,3.8
470,D.J. White,D.J. White,PF,7.0,4.6,0.9,0.4,0.7,8.9
471,J.R. Giddens,J.R. Giddens,SF,6.0,0.5,0.0,0.2,0.0,0.7
472,Walter Sharpe,Walter Sharpe,PF,8.0,0.4,0.0,0.0,0.3,1.0
473,Joey Dorsey,Joey Dorsey,PF,3.0,0.3,0.3,0.0,0.0,0.7
474,Mario Chalmers,Mario Chalmers,PG,82.0,2.8,4.9,2.0,0.1,10.0
475,DeAndre Jordan,DeAndre Jordan,C,53.0,4.5,0.2,0.2,1.1,4.3
476,Luc Mbah a Moute,Luc Mbah a Moute,PF,82.0,5.9,1.1,1.1,0.5,7.2
477,Kyle Weaver,Kyle Weaver,SG,56.0,2.3,1.8,0.8,0.4,5.3
478,Sonny Weems,Sonny Weems,SG,12.0,0.3,0.3,0.1,0.0,1.6
479,Chris Douglas-Roberts,Chris Douglas-Roberts,SG,44.0,1.1,1.2,0.3,0.2,4.9
480,Sean Singletary,Sean Singletary,PG,37.0,0.9,0.8,0.3,0.0,2.4
481,Patrick Ewing,Patrick Ewing,SF,7.0,0.3,0.3,0.0,0.1,0.4
482,Henry Walker,Henry Walker,SF,29.0,1.0,0.4,0.2,0.1,3.0
483,Malik Hairston,Malik Hairston,SG,15.0,1.9,0.9,0.4,0.5,3.3
484,Darnell Jackson,Darnell Jackson,PF,51.0,1.7,0.2,0.2,0.1,1.9
485,Mike Taylor,Mike Taylor,PG,51.0,1.7,2.1,0.7,0.0,5.7
486,Sasha Kaun,Sasha Kaun,C,25.0,1.0,0.1,0.2,0.2,0.9
487,Joe Crawford,Joe Crawford,SF,2.0,2.0,0.5,0.5,0.0,4.5
488,Kevin Durant,Kevin Durant,SG,80.0,4.4,2.4,1.0,0.9,20.3
489,Al Horford,Al Horford,C,81.0,9.7,1.5,0.7,0.9,10.1
490,Mike Conley,Mike Conley,PG,53.0,2.6,4.2,0.8,0.0,9.4
491,Jeff Green,Jeff Green,SF,80.0,4.7,1.5,0.6,0.6,10.5
492,Corey Brewer,Corey Brewer,SF,79.0,3.7,1.4,1.0,0.3,5.8
493,Brandan Wright,Brandan Wright,PF,38.0,2.6,0.2,0.2,0.6,4.0
494,Joakim Noah,Joakim Noah,C,74.0,5.6,1.1,0.9,0.9,6.6
495,Spencer Hawes,Spencer Hawes,C,71.0,3.2,0.6,0.2,0.6,4.7
496,Acie Law,Acie Law,PG,56.0,1.0,2.0,0.5,0.0,4.2
497,Thaddeus Young,Thaddeus Young,PF,74.0,4.2,0.8,1.0,0.1,8.2
498,Julian Wright,Julian Wright,SF,57.0,2.1,0.7,0.5,0.2,3.9
499,Al Thornton,Al Thornton,PF,79.0,4.5,1.2,0.6,0.5,12.7
500,Rodney Stuckey,Rodney Stuckey,PG,57.0,2.3,2.8,0.9,0.1,7.6
501,Nick Young,Nick Young,SG,75.0,1.5,0.8,0.5,0.1,7.5
502,Sean Williams,Sean Williams,C,73.0,4.4,0.4,0.4,1.5,5.6
503,Javaris Crittenton,Javaris Crittenton,SG,50.0,2.2,1.0,0.4,0.0,5.6
504,Jason Smith,Jason Smith,PF,76.0,3.0,0.3,0.3,0.7,4.5
505,Daequan Cook,Daequan Cook,SG,59.0,3.0,1.3,0.4,0.2,8.8
506,Jared Dudley,Jared Dudley,PF,73.0,3.9,1.1,0.8,0.1,5.8
507,Wilson Chandler,Wilson Chandler,SF,35.0,3.6,0.9,0.4,0.5,7.3
508,Morris Almond,Morris Almond,SG,9.0,0.2,0.3,0.1,0.0,1.4
509,Aaron Brooks,Aaron Brooks,PG,51.0,1.1,1.7,0.3,0.1,5.2
510,Arron Afflalo,Arron Afflalo,SG,75.0,1.8,0.7,0.4,0.1,3.7
511,Alando Tucker,Alando Tucker,SF,6.0,1.3,0.0,0.0,0.2,3.7
512,Carl Landry,Carl Landry,PF,42.0,4.9,0.5,0.4,0.2,8.1
513,Gabe Pruitt,Gabe Pruitt,PG,15.0,0.5,0.9,0.3,0.0,2.1
514,Marcus Williams,Marcus Williams,PF-SF,11.0,1.1,0.3,0.1,0.1,0.9
515,Nick Fazekas,Nick Fazekas,PF,26.0,3.4,0.4,0.3,0.4,4.1
516,Glen Davis,Glen Davis,C,69.0,3.0,0.4,0.4,0.3,4.5
517,Jermareo Davidson,Jermareo Davidson,SF,38.0,1.6,0.3,0.2,0.4,3.2
518,Josh McRoberts,Josh McRoberts,PF,8.0,1.3,0.3,0.1,0.0,1.5
519,Chris Richard,Chris Richard,C,52.0,2.6,0.3,0.2,0.2,1.9
520,Derrick Byars,Derrick Byars,PF,2.0,5.5,0.5,1.0,0.0,5.0
521,Stéphane Lasme,Stéphane Lasme,PF-SF,16.0,3.3,0.2,0.8,1.4,5.2
522,Dominic McGuire,Dominic McGuire,SG,70.0,2.0,0.6,0.3,0.4,1.3
523,Aaron Gray,Aaron Gray,C,61.0,2.8,0.7,0.3,0.3,4.3
524,JamesOn Curry,JamesOn Curry,PG,1.0,0.0,0.0,0.0,0.0,0.0
525,Taurean Green,Taurean Green,SG-PG,17.0,0.6,0.6,0.1,0.0,1.6
526,Demetris Nichols,Demetris Nichols,SF,14.0,0.4,0.1,0.0,0.2,1.1
527,Ramon Sessions,Ramon Sessions,PG,17.0,3.4,7.5,1.0,0.2,8.1
528,D.J. Strawberry,D.J. Strawberry,SG,33.0,0.8,0.9,0.4,0.2,2.2
529,LaMarcus Aldridge,LaMarcus Aldridge,C,63.0,5.0,0.4,0.3,1.2,9.0
530,Adam Morrison,Adam Morrison,PF,78.0,2.9,2.1,0.4,0.1,11.8
531,Tyrus Thomas,Tyrus Thomas,PF,72.0,3.7,0.6,0.6,1.1,5.2
532,Shelden Williams,Shelden Williams,PF,81.0,5.4,0.5,0.6,0.5,5.5
533,Brandon Roy,Brandon Roy,SG,57.0,4.4,4.0,1.2,0.2,16.8
534,Randy Foye,Randy Foye,PG,82.0,2.7,2.8,0.6,0.3,10.1
535,Rudy Gay,Rudy Gay,SF,78.0,4.5,1.3,0.9,0.9,10.8
536,Patrick O'Bryant,Patrick O'Bryant,C,16.0,1.3,0.6,0.4,0.5,1.9
537,J.J. Redick,J.J. Redick,PG,42.0,1.2,0.9,0.3,0.0,6.0
538,Hilton Armstrong,Hilton Armstrong,C,56.0,2.7,0.2,0.2,0.5,3.1
539,Ronnie Brewer,Ronnie Brewer,SG,56.0,1.3,0.4,0.7,0.1,4.6
540,Cedric Simmons,Cedric Simmons,PF,43.0,2.5,0.3,0.2,0.5,2.9
541,Rodney Carney,Rodney Carney,SF,67.0,1.9,0.4,0.6,0.3,6.6
542,Shawne Williams,Shawne Williams,SG,46.0,1.8,0.5,0.1,0.2,3.9
543,Quincy Douby,Quincy Douby,PG,42.0,0.9,0.4,0.4,0.1,2.8
544,Renaldo Balkman,Renaldo Balkman,SF,68.0,4.3,0.6,0.8,0.6,4.9
545,Rajon Rondo,Rajon Rondo,PG,78.0,3.7,3.8,1.6,0.1,6.4
546,Marcus Williams,Marcus Williams,PG,79.0,2.1,3.3,0.4,0.0,6.8
547,Josh Boone,Josh Boone,PF,61.0,2.9,0.2,0.2,0.3,4.2
548,Kyle Lowry,Kyle Lowry,PG,10.0,3.1,3.2,1.4,0.1,5.6
549,Shannon Brown,Shannon Brown,SG,23.0,0.9,0.4,0.3,0.1,3.2
550,Jordan Farmar,Jordan Farmar,PG,72.0,1.7,1.9,0.6,0.1,4.4
551,Maurice Ager,Maurice Ager,SG,32.0,0.7,0.2,0.1,0.1,2.2
552,Mardy Collins,Mardy Collins,SF,52.0,2.0,1.6,0.6,0.1,4.5
553,James White,James White,SG,6.0,3.3,0.8,0.5,0.2,8.3
554,Steve Novak,Steve Novak,SF,35.0,0.7,0.2,0.1,0.0,1.5
555,Solomon Jones,Solomon Jones,PF,58.0,2.3,0.2,0.2,0.7,3.3
556,Paul Davis,Paul Davis,C,31.0,1.4,0.2,0.2,0.2,1.6
557,P.J. Tucker,P.J. Tucker,SF,17.0,1.4,0.2,0.1,0.0,1.8
558,Craig Smith,Craig Smith,PF,82.0,5.1,0.6,0.6,0.2,7.4
559,Bobby Jones,Bobby Jones,SF,44.0,1.3,0.4,0.3,0.0,2.5
560,David Noel,David Noel,PF,68.0,1.8,1.0,0.4,0.1,2.7
561,James Augustine,James Augustine,PF,2.0,1.5,1.0,0.0,0.0,1.0
562,Daniel Gibson,Daniel Gibson,PG,60.0,1.5,1.2,0.4,0.1,4.6
563,Alexander Johnson,Alexander Johnson,PF,59.0,3.1,0.3,0.4,0.6,4.4
564,Dee Brown,Dee Brown,PG,49.0,0.8,1.7,0.4,0.1,1.9
565,Paul Millsap,Paul Millsap,PF,82.0,5.2,0.8,0.8,0.9,6.8
566,Leon Powe,Leon Powe,C,63.0,3.4,0.2,0.2,0.3,4.2
567,Ryan Hollins,Ryan Hollins,C,27.0,1.1,0.0,0.1,0.3,2.4
568,Guillermo Díaz,Guillermo Díaz,SG,6.0,0.3,0.2,0.0,0.0,0.8
569,Hassan Adams,Hassan Adams,SG,61.0,1.3,0.2,0.3,0.1,2.9
570,Will Blalock,Will Blalock,PG,14.0,1.1,1.2,0.4,0.0,1.8
571,Andrew Bogut,Andrew Bogut,PF,82.0,7.0,2.3,0.6,0.8,9.4
572,Marvin Williams,Marvin Williams,PF,79.0,4.8,0.8,0.6,0.3,8.5
573,Deron Williams,Deron Williams,PG,80.0,2.4,4.5,0.8,0.2,10.8
574,Chris Paul,Chris Paul,PG,78.0,5.1,7.8,2.2,0.1,16.1
575,Raymond Felton,Raymond Felton,PG,80.0,3.3,5.6,1.3,0.1,11.9
576,Charlie Villanueva,Charlie Villanueva,PF,81.0,6.4,1.1,0.7,0.8,13.0
577,Channing Frye,Channing Frye,C,65.0,5.8,0.8,0.5,0.7,12.3
578,Ike Diogu,Ike Diogu,PF,69.0,3.3,0.4,0.2,0.4,7.0
579,Sean May,Sean May,PF,23.0,4.7,1.0,0.7,0.5,8.2
580,Rashad McCants,Rashad McCants,SG,79.0,1.8,0.8,0.6,0.3,7.9
581,Antoine Wright,Antoine Wright,SG,39.0,0.8,0.3,0.1,0.1,1.8
582,Joey Graham,Joey Graham,SF,80.0,3.1,0.8,0.5,0.2,6.7
583,Danny Granger,Danny Granger,SF,78.0,4.9,1.2,0.7,0.8,7.5
584,Hakim Warrick,Hakim Warrick,PF,68.0,2.1,0.4,0.2,0.3,4.1
585,Julius Hodge,Julius Hodge,SG,14.0,0.5,0.4,0.1,0.0,0.9
586,Nate Robinson,Nate Robinson,PG,72.0,2.3,2.0,0.8,0.0,9.3
587,Jarrett Jack,Jarrett Jack,SG,79.0,2.0,2.8,0.5,0.0,6.7
588,Francisco García,Francisco García,SF,67.0,2.8,1.4,0.6,0.7,5.6
589,Luther Head,Luther Head,SG,80.0,3.3,2.7,1.1,0.1,8.8
590,Jason Maxiell,Jason Maxiell,PF,26.0,1.1,0.1,0.2,0.2,2.3
591,Linas Kleiza,Linas Kleiza,PF,61.0,1.9,0.2,0.2,0.2,3.5
592,Wayne Simien,Wayne Simien,PF,43.0,2.0,0.2,0.3,0.0,3.4
593,David Lee,David Lee,SF,67.0,4.5,0.6,0.4,0.3,5.1
594,Salim Stoudamire,Salim Stoudamire,SG,61.0,1.9,1.2,0.4,0.0,9.7
595,Daniel Ewing,Daniel Ewing,SG,66.0,1.3,1.3,0.6,0.1,3.8
596,Brandon Bass,Brandon Bass,PF,29.0,2.3,0.1,0.1,0.2,2.3
597,Ronny Turiaf,Ronny Turiaf,C,23.0,1.6,0.3,0.1,0.4,2.0
598,Travis Diener,Travis Diener,PG,23.0,0.9,0.7,0.3,0.0,3.8
599,Von Wafer,Von Wafer,SG,16.0,0.5,0.3,0.2,0.0,1.3
600,Chris Taft,Chris Taft,C,17.0,2.1,0.1,0.1,0.4,2.8
601,Bracey Wright,Bracey Wright,SG,7.0,2.6,0.7,0.1,0.0,8.9
602,Ryan Gomes,Ryan Gomes,PF,61.0,4.9,1.0,0.6,0.1,7.6
603,Robert Whaley,Robert Whaley,C,23.0,1.9,0.7,0.3,0.3,2.1
604,Orien Greene,Orien Greene,PG,80.0,1.8,1.6,1.0,0.1,3.2
605,Dijon Thompson,Dijon Thompson,SG,10.0,1.1,0.1,0.3,0.1,2.8
606,Lawrence Roberts,Lawrence Roberts,C,33.0,1.5,0.2,0.2,0.1,1.5
607,Alex Acker,Alex Acker,SG,5.0,1.0,0.8,0.2,0.0,1.8
608,Emeka Okafor,Emeka Okafor,PF,73.0,10.9,0.9,0.8,1.7,15.1
609,Ben Gordon,Ben Gordon,SG,82.0,2.6,2.0,0.6,0.1,15.1
610,Devin Harris,Devin Harris,PG,76.0,1.3,2.2,1.0,0.3,5.7
611,Josh Childress,Josh Childress,SG,80.0,6.0,1.9,0.9,0.4,10.1
612,Luol Deng,Luol Deng,SF,61.0,5.3,2.2,0.8,0.4,11.7
613,Rafael Araújo,Rafael Araújo,C,59.0,3.1,0.3,0.4,0.1,3.3
614,Andre Iguodala,Andre Iguodala,SG,82.0,5.7,3.0,1.7,0.6,9.0
615,Luke Jackson,Luke Jackson,SF,10.0,0.6,0.3,0.0,0.0,2.9
616,Kris Humphries,Kris Humphries,PF,67.0,2.9,0.6,0.4,0.3,4.1
617,Kirk Snyder,Kirk Snyder,SG,68.0,1.8,0.5,0.4,0.3,5.0
618,Jameer Nelson,Jameer Nelson,PG,79.0,2.4,3.0,1.0,0.0,8.7
619,Delonte West,Delonte West,SG,39.0,1.7,1.4,0.5,0.2,4.5
620,Tony Allen,Tony Allen,SG,77.0,2.9,0.8,1.0,0.3,6.4
621,Kevin Martin,Kevin Martin,PG,45.0,1.3,0.5,0.4,0.1,2.9
622,David Harrison,David Harrison,C,43.0,3.1,0.3,0.4,1.3,6.1
623,Jackson Vroman,Jackson Vroman,C-PF,46.0,3.8,0.9,0.5,0.4,4.6
624,Lionel Chalmers,Lionel Chalmers,PG,36.0,0.9,1.4,0.4,0.0,3.1
625,Donta Smith,Donta Smith,SG,38.0,1.4,1.0,0.6,0.1,3.3
626,Andre Emmett,Andre Emmett,SG,8.0,0.3,0.0,0.0,0.0,0.9
627,Antonio Burks,Antonio Burks,PG,24.0,0.5,1.2,0.5,0.0,3.0
628,Royal Ivey,Royal Ivey,PG,62.0,1.4,1.7,0.6,0.1,3.5
629,Chris Duhon,Chris Duhon,PG,82.0,2.6,4.9,1.0,0.0,5.9
630,Justin Reed,Justin Reed,SF,23.0,0.7,0.4,0.1,0.0,1.8
631,Trevor Ariza,Trevor Ariza,SF,80.0,3.0,1.1,0.9,0.2,5.9
632,Bernard Robinson,Bernard Robinson,SG,31.0,1.5,1.0,0.4,0.1,3.0
633,Pape Sow,Pape Sow,C,27.0,2.1,0.1,0.4,0.1,2.3
634,Matt Freije,Matt Freije,PF,23.0,2.7,0.9,0.6,0.1,4.0
635,Luis Flores,Luis Flores,PG,16.0,0.2,0.7,0.1,0.0,2.2
636,Carmelo Anthony,Carmelo Anthony,SF,82.0,6.1,2.8,1.2,0.5,21.0
637,Chris Bosh,Chris Bosh,C,75.0,7.4,1.0,0.8,1.4,11.5
638,Dwyane Wade,Dwyane Wade,PG,61.0,4.0,4.5,1.4,0.6,16.2
639,Chris Kaman,Chris Kaman,C,82.0,5.6,1.0,0.3,0.9,6.1
640,Kirk Hinrich,Kirk Hinrich,PG,76.0,3.4,6.8,1.3,0.3,12.0
641,T.J. Ford,T.J. Ford,PG,55.0,3.2,6.5,1.1,0.1,7.1
642,Mike Sweetney,Mike Sweetney,PF,42.0,3.7,0.3,0.4,0.3,4.3
643,Jarvis Hayes,Jarvis Hayes,SF,70.0,3.8,1.5,1.0,0.2,9.6
644,Nick Collison,Nick Collison,C,82.0,4.6,0.4,0.4,0.6,5.6
645,Marcus Banks,Marcus Banks,PG,81.0,1.6,2.2,1.1,0.2,5.9
646,Luke Ridnour,Luke Ridnour,PG,69.0,1.6,2.4,0.8,0.1,5.5
647,Reece Gaines,Reece Gaines,PG,38.0,1.0,1.1,0.3,0.1,1.8
648,Troy Bell,Troy Bell,PG,6.0,0.7,0.7,0.2,0.0,1.8
649,David West,David West,PF,71.0,4.2,0.8,0.4,0.4,3.8
650,Dahntay Jones,Dahntay Jones,SG,20.0,1.2,0.6,0.3,0.3,1.8
651,Brian Cook,Brian Cook,C,35.0,2.9,0.6,0.5,0.5,4.4
652,Josh Howard,Josh Howard,SF,67.0,5.5,1.4,1.0,0.8,8.6
653,Jason Kapono,Jason Kapono,SF,41.0,1.3,0.3,0.3,0.0,3.5
654,Luke Walton,Luke Walton,PF,72.0,1.8,1.6,0.4,0.1,2.4
655,Jerome Beasley,Jerome Beasley,PF,2.0,0.5,0.0,0.0,0.0,1.0
656,Travis Hansen,Travis Hansen,SF,41.0,1.7,0.5,0.2,0.2,3.0
657,Steve Blake,Steve Blake,PG,75.0,1.6,2.8,0.8,0.1,5.9
658,Derrick Zimmerman,Derrick Zimmerman,PG,2.0,2.0,3.5,0.0,0.0,2.0
659,Willie Green,Willie Green,SG,53.0,1.2,1.0,0.5,0.1,6.9
660,Keith Bogans,Keith Bogans,SF,73.0,4.3,1.3,0.6,0.1,6.8
661,Matt Bonner,Matt Bonner,C,82.0,3.5,0.6,0.5,0.2,7.2
662,Mo Williams,Mo Williams,SG,57.0,1.3,1.3,0.5,0.0,5.0
663,James Jones,James Jones,SF,6.0,0.3,0.0,0.2,0.0,1.2
664,Kyle Korver,Kyle Korver,SF,74.0,1.5,0.5,0.3,0.1,4.5
665,Brandon Hunter,Brandon Hunter,PF,36.0,3.3,0.5,0.4,0.0,3.5
666,Jay Williams,Jay Williams,PG,75.0,2.6,4.7,1.1,0.2,9.5
667,Mike Dunleavy,Mike Dunleavy,SF,82.0,2.6,1.3,0.6,0.2,5.7
668,Drew Gooden,Drew Gooden,SF-PF,70.0,6.5,1.2,0.8,0.5,12.5
669,Dajuan Wagner,Dajuan Wagner,SG,47.0,1.7,2.8,0.8,0.1,13.4
670,Chris Wilcox,Chris Wilcox,PF,46.0,2.3,0.5,0.2,0.3,3.7
671,Caron Butler,Caron Butler,SF,78.0,5.1,2.7,1.8,0.4,15.4
672,Jared Jeffries,Jared Jeffries,SF,20.0,2.9,0.8,0.4,0.3,4.0
673,Melvin Ely,Melvin Ely,C,52.0,3.3,0.3,0.2,0.6,4.5
674,Marcus Haislip,Marcus Haislip,PF,39.0,1.4,0.2,0.2,0.5,4.1
675,Fred Jones,Fred Jones,SG,19.0,0.5,0.3,0.3,0.1,1.2
676,Juan Dixon,Juan Dixon,PG,42.0,1.7,1.0,0.6,0.1,6.4
677,Curtis Borchardt,Curtis Borchardt,C,16.0,3.4,0.9,0.3,0.9,3.6
678,Ryan Humphrey,Ryan Humphrey,PF,48.0,2.1,0.2,0.2,0.4,1.9
679,Kareem Rush,Kareem Rush,PG,76.0,1.2,0.9,0.1,0.1,3.0
680,Qyntel Woods,Qyntel Woods,PF,53.0,1.0,0.2,0.3,0.0,2.4
681,Casey Jacobsen,Casey Jacobsen,SF,72.0,1.2,1.0,0.5,0.1,5.1
682,Tayshaun Prince,Tayshaun Prince,SF,42.0,1.1,0.6,0.2,0.3,3.3
683,Frank Williams,Frank Williams,PG,21.0,0.9,1.6,0.3,0.1,1.3
684,John Salmons,John Salmons,PG,64.0,0.9,0.7,0.3,0.1,2.1
685,Chris Jefferies,Chris Jefferies,SF,51.0,1.2,0.4,0.4,0.3,3.9
686,Dan Dickau,Dan Dickau,PG,50.0,0.9,1.7,0.3,0.0,3.7
687,Roger Mason,Roger Mason,SF,17.0,0.7,0.7,0.2,0.0,1.8
688,Robert Archibald,Robert Archibald,PF,12.0,1.4,0.3,0.0,0.3,1.6
689,Vincent Yarbrough,Vincent Yarbrough,SG,59.0,2.7,2.2,1.0,0.6,6.9
690,Dan Gadzuric,Dan Gadzuric,C,49.0,4.0,0.2,0.4,1.1,3.4
691,Carlos Boozer,Carlos Boozer,PF,81.0,7.5,1.3,0.7,0.6,10.0
692,Tito Maddox,Tito Maddox,SG,9.0,0.8,0.6,0.3,0.1,1.2
693,Ronald Murray,Ronald Murray,SG,14.0,0.3,0.4,0.3,0.0,1.9
694,Lonny Baxter,Lonny Baxter,C,55.0,3.0,0.3,0.2,0.4,4.8
695,Matt Barnes,Matt Barnes,SF,38.0,4.0,1.3,0.7,0.1,4.5
696,Jamal Sampson,Jamal Sampson,PF,5.0,0.4,0.2,0.2,0.0,0.0
697,Chris Owens,Chris Owens,SF,1.0,1.0,0.0,0.0,0.0,4.0
698,Darius Songaila,Darius Songaila,PF,73.0,3.1,0.7,0.6,0.2,4.6
699,Rasual Butler,Rasual Butler,SG,72.0,2.6,1.3,0.3,0.6,7.5
